,mid_x,mid_y,azim_frac
185,788845.8123945873,959310.0312734246,63.338801788126105
186,788643.749970628,959204.9999874271,63.338801788126105
187,788441.250047544,959103.5936941765,63.338801788126105
188,788692.4687052127,958915.9374093823,148.67630448268264
189,788632.4686611705,958996.6249120496,148.67630448268264
190,788571.3124514613,959087.8437256776,148.67630448268264
191,792570.6561587956,959661.1250594258,53.00142834775799
192,792420.2812955044,959521.0000115931,53.00142834775799
193,792211.6250527129,959326.5937403031,53.00142834775799
194,792066.3750151284,959177.468710471,53.00142834775799
195,791903.0000137947,959009.6248860545,53.00142834775799
196,791804.2187152952,958908.1560929269,53.00142834775799
197,791768.4999547116,958872.1561649255,53.00142834775799
198,791703.7499201708,958811.749953717,53.00142834775799
199,791617.4685966708,958722.843635466,53.00142834775799
200,791485.4686966278,958587.0624109656,53.00142834775799
201,791236.312534837,958345.5624018423,53.00142834775799
202,791008.7188299205,958125.843681179,53.00142834775799
203,790921.5626722109,958035.3436981365,53.00142834775799
204,793209.0311943796,959326.8125718869,43.6546196324676
205,793082.1876160465,959200.0938292593,43.6546196324676
206,792850.9375864211,958950.8750035502,43.6546196324676
207,792603.2812575884,958676.2812285945,43.6546196324676
208,792548.1562037971,958611.4061943032,43.6546196324676
209,792517.999932088,958581.468754176,43.6546196324676
210,792497.9374722131,958551.4999820925,43.6546196324676
211,792434.4374351706,958474.9999710508,43.6546196324676
212,792368.281235462,958399.2187905908,43.6546196324676
213,792205.2812333796,958202.7186914682,43.6546196324676
214,791713.3437330034,957666.0937804691,43.6546196324676
215,791292.5625863783,957230.6251632199,43.6546196324676
216,791179.9063156284,957125.2500458881,43.6546196324676
217,791079.437520504,957022.9687543847,43.6546196324676
218,790946.9374574218,956867.0937380493,43.6546196324676
219,790839.43750838,956745.8749844246,43.6546196324676
220,790698.0001272131,956626.0937279239,43.6546196324676
221,790460.9687771294,956384.9062181748,43.6546196324676
222,790266.3125063367,956162.5625027604,43.6546196324676
223,790157.0625607949,956052.0000598431,43.6546196324676
224,790006.9062010031,955901.6250325106,43.6546196324676
225,789745.4062318783,955647.3437169269,43.6546196324676
226,793784.0311926715,958420.6250798032,-168.63659364980404
227,793856.9062109627,958808.1562929265,-168.63659364980404
228,793960.4999998361,959232.3437647596,-168.63659364980404
229,793998.5312557947,959337.8125498854,-168.63659364980404
230,785637.124914337,958098.812403217,179.26186122764543
231,785578.1250323374,958423.8749092594,179.26186122764543
232,785535.3437858783,958754.968735259,179.26186122764543
233,785517.5938213784,958977.0937831327,179.26186122764543
234,785532.2812920045,959147.0312713422,179.26186122764543
235,785560.6874031704,959432.5938563831,179.26186122764543
236,785574.5312075038,959693.8438260071,179.26186122764543
237,785588.5311795045,959876.531288717,179.26186122764543
238,788606.3748813383,940208.781254217,-3.730323741015505
239,788615.3748633377,939870.4374427162,-3.730323741015505
240,788638.4999811295,939332.9998692982,-3.730323741015505
241,788669.3750834204,938685.9061831757,-3.730323741015505
242,788689.3750434201,937889.7499670945,-3.730323741015505
243,791162.0936872121,939669.3436848037,-125.6438192614328
244,791408.343850879,939832.3436868861,-125.6438192614328
245,791723.4375448376,940042.4062588848,-125.6438192614328
246,791973.0937056281,940223.6562244669,-125.6438192614328
247,792115.062417753,940343.1561495103,-125.6438192614328
248,789999.718715379,939514.7499979287,-129.26510833712646
249,790226.0625868384,939666.3436908014,-129.26510833712646
250,790494.0625429638,939877.7499280907,-129.26510833712646
251,790706.4062783793,940049.7187442593,-129.26510833712646
252,790749.7500237115,940091.0624935925,-129.26510833712646
253,791173.0938292537,940711.8750643022,-5.897772330041581
254,791202.9687695038,940475.406377133,-5.897772330041581
255,791231.4062126279,940029.7812841348,-5.897772330041581
256,790435.062496921,937718.6249812618,-139.0646723793734
257,790686.0624870453,938003.8750669286,-139.0646723793734
258,791051.7499118373,938437.4686879292,-139.0646723793734
259,791503.7499920875,938974.3435984291,-139.0646723793734
260,791982.8438501693,939503.7500199266,-139.0646723793734
261,792274.3439233359,939818.2500470914,-139.0646723793734
262,792500.8437984195,940116.3749429695,-139.0646723793734
263,792744.1249719616,940460.3750751764,-139.0646723793734
264,793174.8749306705,939598.6249942183,166.01588800004416
265,793135.5625092965,939760.4999985509,166.01588800004416
266,793071.4063055869,940089.499996718,166.01588800004416
267,792899.2499897946,940858.9999340959,166.01588800004416
268,793111.0625582952,940440.3437832184,-47.06747217960552
269,793200.5000434611,940353.3437931761,-47.06747217960552
270,793284.500039503,940275.0311217196,-47.06747217960552
271,793608.9687147122,939969.3435769267,-47.06747217960552
272,793982.8124552127,939599.3124928437,-47.06747217960552
273,794097.593721712,939439.3124847598,-47.06747217960552
274,794185.0937107541,939291.9061194658,-47.06747217960552
275,781609.3750958368,940613.8124323413,-57.700789356767615
276,781670.4999735858,940589.4063131735,-57.700789356767615
277,781746.8124850038,940560.062539842,-57.700789356767615
278,781969.0938645881,940465.9062320925,-57.700789356767615
279,782245.4063040875,940336.656326551,-57.700789356767615
280,782398.4999939613,940251.1250015534,-57.700789356767615
281,782542.93753317,940173.9686598033,-57.700789356767615
282,782771.6562358383,940042.812426053,-57.700789356767615
283,782959.9686872959,939928.4061588012,-57.700789356767615
284,783060.9061494619,939868.8124459684,-57.700789356767615
285,783155.4061245043,939813.625056345,-57.700789356767615
286,783266.3123987541,939747.4063567594,-57.700789356767615
287,783411.3124368377,939649.4062246755,-57.700789356767615
288,783597.5000565872,939526.6249741763,-57.700789356767615
289,783763.50005267,939426.3750106357,-57.700789356767615
290,783900.3749429621,939340.468686387,-57.700789356767615
291,784113.2186773792,939208.3124546371,-57.700789356767615
292,784292.8124782965,939098.8125095926,-57.700789356767615
293,784412.5937347952,939027.5938200094,-57.700789356767615
294,791490.8436858784,943040.7188317999,49.43639911123402
295,791278.3749507125,942878.8124955073,49.43639911123402
296,790931.749987796,942600.7498954684,49.43639911123402
297,790598.6249978784,942339.6562575549,49.43639911123402
298,790290.1249587126,942111.1562224291,49.43639911123402
299,789994.4998937957,941901.2811500542,49.43639911123402
300,789835.5312156696,941787.6250453442,49.43639911123402
301,789505.250052087,941510.5001074672,49.43639911123402
302,788862.4063574616,941018.1249439269,49.43639911123402
303,788424.31258142,940699.9999240115,49.43639911123402
304,788234.4063011296,940557.8750442192,49.43639911123402
305,787947.6875504218,940343.624980595,49.43639911123402
306,787692.5937364623,940148.3437110521,49.43639911123402
307,787420.5624563787,939954.1562713422,49.43639911123402
308,787104.4062645454,939722.3437428437,49.43639911123402
309,786897.9375173785,939554.5937502608,49.43639911123402
310,786287.8437572531,933548.9999543875,165.4177412973484
311,786302.3748961706,933822.437399637,165.4177412973484
312,786313.8748731706,934069.1562303454,165.4177412973484
313,786307.3437182549,934184.8438270539,165.4177412973484
314,786281.8437692542,934338.0000168048,165.4177412973484
315,786240.7500194199,934525.2499703877,165.4177412973484
316,786193.2501144204,934691.5936337598,165.4177412973484
317,786148.5313718375,934827.9998570085,165.4177412973484
318,786100.6563035455,934941.0312910527,165.4177412973484
319,786051.0000708364,935054.0938930102,165.4177412973484
320,786011.4374859203,935157.9688493013,165.4177412973484
321,785979.4373858795,935244.0625091344,165.4177412973484
322,786355.7812854201,938793.3436323442,54.04123141477341
323,786261.7499774192,938782.0936548449,54.04123141477341
324,786171.5936616696,938767.9375151768,54.04123141477341
325,786079.5000138376,938751.843879383,54.04123141477341
326,785941.8749610055,938721.2187765911,54.04123141477341
327,785784.562447546,938674.1250387579,54.04123141477341
328,785675.0000026282,938625.2499724664,54.04123141477341
329,785594.406167753,938570.999916926,54.04123141477341
330,785491.8437088374,938510.9687049687,54.04123141477341
331,785340.6875150874,938428.9062050506,54.04123141477341
332,785206.1562880874,938343.5625437163,54.04123141477341
333,785125.5937851705,938284.1249985509,54.04123141477341
334,784923.593697045,938132.7499732189,54.04123141477341
335,784621.7186446283,937892.0312945507,54.04123141477341
336,784393.062441837,937684.8437168002,54.04123141477341
337,784098.0625397135,937379.4061715119,54.04123141477341
338,783811.2501212135,937078.4687812626,54.04123141477341
339,783465.8749917541,936692.3750652596,54.04123141477341
340,782859.8748914208,936029.499914635,54.04123141477341
341,782326.0313068796,935454.6249160953,54.04123141477341
342,781831.9063108787,934923.2499945946,54.04123141477341
343,781477.6250312533,934558.9687349685,54.04123141477341
344,781290.1250781696,934371.4687818848,54.04123141477341
345,785561.2187341284,935984.5936724246,-99.73303414774024
346,785689.4999736287,935998.6873122193,-99.73303414774024
347,785816.093716504,936010.9999516346,-99.73303414774024
348,785996.9686828367,936030.8750759251,-99.73303414774024
349,786211.3749141283,936061.4063468836,-99.73303414774024
350,786390.6248837113,936095.2501112185,-99.73303414774024
351,786517.7186255865,936121.8125580959,-99.73303414774024
352,786601.4687861707,936139.5000227205,-99.73303414774024
353,786681.2501226701,936162.4999767207,-99.73303414774024
354,786698.6562558375,936508.8751041777,82.35446854559825
355,786493.437506171,936466.8750241362,82.35446854559825
356,786239.656189587,936422.8749480918,82.35446854559825
357,785959.156258462,936375.1562115103,82.35446854559825
358,785691.6563013364,936332.2812972628,82.35446854559825
359,786394.6250397544,930797.5623798445,-129.45733090765074
360,786617.7500856295,931052.1561948024,-129.45733090765074
361,786847.1876188796,931263.8124315962,-129.45733090765074
362,787066.8126717545,931436.8124136776,-129.45733090765074
363,787183.9687694628,931516.8124177158,-129.45733090765074
364,786170.6249956284,935458.7187399268,163.7084627685409
365,786142.4998878371,935618.5937482603,163.7084627685409
366,786106.5937916711,935723.8437018022,163.7084627685409
367,784795.656288879,935236.250024762,-31.58566026839155
368,784850.4063434191,935126.1875808425,-31.58566026839155
369,784915.3125456274,935007.1563228406,-31.58566026839155
370,784981.4062454607,934906.0625289679,-31.58566026839155
371,785033.999972295,934830.4686840922,-31.58566026839155
372,785081.4062095042,934778.7499555089,-31.58566026839155
373,785657.9687046688,936358.5312447622,60.75992942734378
374,785604.8124789614,936315.7813302614,60.75992942734378
375,785540.8437748794,936255.9062859677,60.75992942734378
376,785375.6562771704,936088.3751249686,60.75992942734378
377,785192.2499838788,935910.4063208029,60.75992942734378
378,785018.5000032969,935752.1561451778,60.75992942734378
379,784812.562587088,935567.3125188015,60.75992942734378
380,784645.3125935029,935432.9376235083,60.75992942734378
381,784393.5624408368,935281.4374343827,60.75992942734378
382,784117.5623366702,935114.5624400489,60.75992942734378
383,784012.2498832531,935044.5000801757,60.75992942734378
384,783884.3436430041,934951.8751013838,60.75992942734378
385,783738.2186071705,934840.6874956749,60.75992942734378
386,783653.7187761702,934764.2499845102,60.75992942734378
387,783538.6563422531,934656.0625368431,60.75992942734378
388,783363.0937012527,934488.9687109254,60.75992942734378
389,783164.0312712956,934305.4687498435,60.75992942734378
390,784479.9687640872,935451.6562540494,161.544276230556
391,784384.0624598358,935620.7187440097,161.544276230556
392,784301.3126253374,935793.8123938851,161.544276230556
393,784215.5001329221,936026.5624205098,161.544276230556
394,784100.7500343379,936392.2186773866,161.544276230556
395,783980.0937795863,936830.4062852636,161.544276230556
396,783908.5000907537,937111.5000472218,161.544276230556
397,784854.8436705042,937646.9999604672,101.48557612696271
398,784745.593560921,937680.5625573844,101.48557612696271
399,784596.4998630453,937731.9062867165,101.48557612696271
400,785640.0939044617,937877.2811600082,126.4247869132722
401,785380.4687675461,938108.8436890095,126.4247869132722
402,784964.9062784612,936253.2187913433,164.27344678773522
403,784894.2187557947,936414.4999648444,164.27344678773522
404,784778.5624910444,936770.0312419683,164.27344678773522
405,784657.9687361699,937225.8438145928,164.27344678773522
406,784590.875038337,937498.718760971,164.27344678773522
407,784624.2499715872,937452.4686894268,-67.20836584562849
408,784694.1874957532,937426.8749085926,-67.20836584562849
409,784784.3438115027,937389.3749835938,-67.20836584562849
410,786213.843741212,938781.7499875538,-169.26687183243905
411,786226.5000479203,938823.3125684708,-169.26687183243905
412,786244.1561805867,938895.2187566794,-169.26687183243905
413,786251.7811653372,938950.8438094705,-169.26687183243905
414,786251.3436662126,938992.5000581779,-169.26687183243905
415,786038.9687628802,938811.9687591344,-176.74472641508993
416,786053.1562345047,938931.1250168867,-176.74472641508993
417,786053.0000668373,939024.4688262604,-176.74472641508993
418,786042.6562555041,939104.2499987185,-176.74472641508993
419,784396.7500985041,939395.6249080934,-103.63839422396654
420,784557.0312740039,939420.9998573437,-103.63839422396654
421,784773.343669463,939468.0310953036,-103.63839422396654
422,785060.3124196716,939554.7499179281,-103.63839422396654
423,785260.2186799627,939631.7187600508,-103.63839422396654
424,785303.6249251701,939653.6250482574,-103.63839422396654
425,783235.4999603778,930271.6561153866,-126.51513306911436
426,783322.6562821288,930331.4374918863,-126.51513306911436
427,783412.7187660467,930402.2813462615,-126.51513306911436
428,783565.9686235879,930515.0001168847,-126.51513306911436
429,782827.7501197122,930064.6562012993,-124.48589918335666
430,782983.1874728799,930175.7186432183,-124.48589918335666
431,783700.5000146274,930021.4062878005,-140.62774158426646
432,783752.6875742953,930068.0938584693,-140.62774158426646
433,783811.15628938,930117.0000926778,-140.62774158426646
434,783882.7499782126,930177.4999716766,-140.62774158426646
435,784018.3437030874,930318.5936855525,-140.62774158426646
436,784190.1875195038,930515.6562835537,-140.62774158426646
437,784347.7500324622,930701.5937397629,-140.62774158426646
438,784467.3749572542,930833.281140428,-140.62774158426646
439,784539.1249777954,930907.53115597,-140.62774158426646
440,784599.5625209622,930976.2811825126,-140.62774158426646
441,784685.5000131279,931076.7499776371,-140.62774158426646
442,785963.7499172539,931496.9061255082,-176.30862514555142
443,785965.3749140035,931656.9999654256,-176.30862514555142
444,785976.687391378,931822.8124618866,-176.30862514555142
445,786041.5937576294,931931.6562402621,49.899536391424256
446,785852.5624755882,931771.9687315524,49.899536391424256
447,785708.4062678386,931647.8438157588,49.899536391424256
448,782522.7187415883,931893.8749838024,-150.88424725159248
449,782644.499994088,932148.3437990099,-150.88424725159248
450,782769.1874087546,932389.4999768026,-150.88424725159248
451,782874.6561938804,932554.249975387,-150.88424725159248
452,783003.0624331292,932713.656316679,-150.88424725159248
453,783112.4687103778,932830.0624158867,-150.88424725159248
454,785668.9688467123,936702.0000460111,-178.66549829670268
455,785669.4063458368,936856.4687331356,-178.66549829670268
456,785689.3126380462,937053.5624990538,-178.66549829670268
457,783469.5938163362,931941.6250523403,161.57731811230866
458,783408.2501070034,932096.7500701733,161.57731811230866
459,783325.6251082122,932332.3750910498,161.57731811230866
460,783234.7499618791,932631.0936537199,161.57731811230866
461,783174.7499178369,932838.2185675539,161.57731811230866
462,783062.4063105024,933148.6249349266,161.57731811230866
463,782940.2500587534,933496.5000593849,161.57731811230866
464,782899.4999762122,933628.6874590516,161.57731811230866
465,782871.000033211,933712.9374545924,161.57731811230866
466,789094.0312222969,932077.3126090541,-118.6550959464635
467,789145.12495213,932102.5938905105,-118.6550959464635
468,789429.6875391714,932268.6563864686,-118.6550959464635
469,789618.1248263381,936993.0626200512,-126.49114526097857
470,789867.6248194631,937182.656236928,-126.49114526097857
471,790163.2188805044,936738.40630522,53.56297721421726
472,790013.1250205878,936615.4062231369,53.56297721421726
473,789904.9687408376,936532.9373920113,53.56297721421726
474,788933.0937160887,936450.8123922199,-121.78675712926419
475,788978.2499577962,936484.9061560519,-121.78675712926419
476,789174.6250571702,936627.5000309683,-121.78675712926419
477,788708.9998401292,934207.1562824249,-177.8827415693956
478,788734.0311220866,934702.2812764272,-177.8827415693956
479,788747.7499266695,935015.8438054696,-177.8827415693956
480,788762.0623980463,935331.0624991767,-177.8827415693956
481,788768.4062173795,935745.656158179,-177.8827415693956
482,788749.3125875872,936120.5937285125,-177.8827415693956
483,788701.2188517544,936532.4375570528,-177.8827415693956
484,788079.2812832948,935310.9998752587,-131.03813822785068
485,788564.1251298785,935715.4687185511,-131.03813822785068
486,788699.343855504,935846.9062837623,-131.03813822785068
487,788663.0000961702,938379.5624717176,47.03433975811453
488,788601.5000551287,938321.5000878423,47.03433975811453
489,788504.2499215454,938236.1875944287,47.03433975811453
490,788403.749958504,938145.4374478459,47.03433975811453
491,789399.156268213,939577.0625373423,53.933242319221364
492,789253.9062306304,939430.656334091,53.933242319221364
493,789075.3124277126,939281.6876359694,53.933242319221364
494,788907.6562669612,939160.0313832201,53.933242319221364
495,788744.0625980869,939039.8437955081,53.933242319221364
496,793106.7500669193,932871.1249978021,178.40545881220277
497,793112.5000554193,933029.0000101365,178.40545881220277
498,793110.8750586696,933087.3750574291,178.40545881220277
499,793105.3437377121,933247.8437325545,178.40545881220277
500,791632.7187302131,932793.1874896325,-111.23323608041736
501,791692.9999416713,932826.5000870489,-111.23323608041736
502,791958.5312347542,932949.3750053421,-111.23323608041736
503,792204.2500674631,933062.9061103016,-111.23323608041736
504,792300.2187075466,933104.9061903432,-111.23323608041736
505,792415.1249737963,933156.2499196753,-111.23323608041736
506,792561.9686761703,933226.4374433421,-111.23323608041736
507,792698.8123985454,933293.3124736361,-111.23323608041736
508,792881.3436935879,933376.2186398432,-111.23323608041736
509,793234.9999744631,933551.968616426,-111.23323608041736
510,790964.6250860877,932566.3751151785,-138.0644158402613
511,790996.2188549209,932603.250041429,-138.0644158402613
512,791141.7188920043,932740.7499304675,-138.0644158402613
513,791333.6250042543,932926.8748863004,-138.0644158402613
514,791534.6249303371,933119.781160593,-138.0644158402613
515,791705.7500802111,933280.8436665498,-138.0644158402613
516,791862.4375949204,933450.3436556347,-138.0644158402613
517,792150.312511297,933754.437371593,-138.0644158402613
518,792534.2500636298,934153.9998926744,-138.0644158402613
519,792757.8751085047,934393.8125692159,-138.0644158402613
520,792905.4999772962,934553.0939107575,-138.0644158402613
521,793046.5000233799,934704.8437713012,-138.0644158402613
522,793165.0937822554,934831.4061822183,-138.0644158402613
523,793336.5937673375,935015.9999731332,-138.0644158402613
524,791769.8749519624,934016.281172052,-123.39445369459168
525,792072.1250036284,934192.4999797158,-123.39445369459168
526,792389.5936928373,934378.4999357983,-123.39445369459168
527,792451.3124014214,934419.1873544231,-123.39445369459168
528,792473.0623579212,934430.6561635099,-123.39445369459168
529,790971.8125717118,933574.8437347189,-121.00470495290047
