id_arr,coord_x,coord_y,length,angle,group,neighbor_1_x,neighbor_2_x,neighbor_3_x,neighbor_4_x,neighbor_5_x,neighbor_1_y,neighbor_2_y,neighbor_3_y,neighbor_4_y,neighbor_5_y,neighbor_1_distance,neighbor_2_distance,neighbor_3_distance,neighbor_4_distance,neighbor_5_distance,neighbor_1_angle,neighbor_2_angle,neighbor_3_angle,neighbor_4_angle,neighbor_5_angle
6.0,794671.499890171,980279.1874977574,51.494438142357225,-142.1981742370997,5,794630.8123075031,794744.8124075867,794736.3750885054,794736.3750885054,794755.6250500046,980247.6248968468,980271.124849841,980189.1876777634,980189.1876777634,980157.875076346,51.494438142357225,73.75453546227162,110.94484646833506,110.94484646833506,147.6270507248609,-150.71494654682445,0.0,-58.41816170650922,84.12080132337803,-61.88559331662282
6.0,794630.8123075031,980247.6248968468,193.18993428765336,-150.71494654682445,5,794671.499890171,794744.8124075867,794736.3750885054,794736.3750885054,794755.6250500046,980279.1874977574,980271.124849841,980189.1876777634,980189.1876777634,980157.875076346,51.494438142357225,116.39703866426437,120.65823348267261,120.65823348267261,153.73109955594208,-142.1981742370997,0.0,84.12080132337803,-58.41816170650922,-61.88559331662282
6.0,794462.312644504,980153.1250858456,156.41593278398116,-150.16712692529276,5,794439.3126905039,794326.6249237545,794423.875057336,794630.8123075031,794293.6249897555,980286.87481834,980075.3125774264,980340.1250399275,980247.6248968468,980255.3752094284,135.71289115746796,156.41593278398116,190.90948361450307,193.18993428765336,197.2577315018676,0.0,-145.5772880808865,-73.83273522995117,-150.71494654682445,0.0
6.0,794326.6249237545,980075.3125774264,77.28292566280484,-145.5772880808865,5,794262.8750512525,794462.312644504,794293.6249897555,794293.3749902546,794439.3126905039,980031.62500076,980153.1250858456,980255.3752094284,980293.0001341776,980286.87481834,77.28292566280484,156.41593278398116,183.06159369841956,220.21223953732914,239.70213715216647,0.0,-150.16712692529276,0.0,-89.61930274733056,0.0
6.0,794262.8750512525,980031.62500076,0.0,0.0,8,794326.6249237545,794293.6249897555,794462.312644504,794293.3749902546,794283.1250107549,980075.3125774264,980255.3752094284,980153.1250858456,980293.0001341776,980322.8750744238,77.28292566280484,225.85330326805047,233.5329190451593,263.14863983732243,291.95319191450733,-145.5772880808865,0.0,-150.16712692529276,-89.61930274733056,-71.06309848974924
7.0,794003.6249135882,982125.6874136776,359.4389458946239,31.94625587080179,1,794003.6249135882,793976.8749670871,794182.8125473373,794308.6249597557,794284.8750072531,982125.6874136776,981941.8124533443,981936.6874635963,982315.8750254288,981831.1250106768,0.0,185.8105504952752,260.44037555514853,359.4389458946239,407.26971953258135,0.0,-61.724063919559285,133.4734105804869,0.0,134.0342400016904
7.0,794308.6249597557,982315.8750254288,0.0,0.0,8,794344.1248887554,794348.812543422,794003.6249135882,794003.6249135882,794182.8125473373,982612.6250880955,982672.6249680966,982125.6874136776,982125.6874136776,981936.6874635963,298.8659308982602,359.0063557576682,359.4389458946239,359.4389458946239,399.51466827515657,85.5326852405243,74.4334390520781,31.94625587080179,0.0,133.4734105804869
8.0,792678.874938421,979490.8750980124,242.22118252151128,34.96536226848719,1,792520.1875917539,792877.3748695031,792444.8124144189,792448.3124074191,792305.6250287555,979586.3749070092,979629.6874844284,979584.6249105112,979250.8125860096,979599.1248815134,185.20768750420189,242.22118252151128,252.1394306445725,332.8499517366135,388.630300791479,-178.66999446029953,36.88547043567056,174.05261366260544,-162.68649090463552,178.2258740501666
8.0,792877.3748695031,979629.6874844284,919.56269614825,36.88547043567056,1,792678.874938421,792520.1875917539,792444.8124144189,792448.3124074191,792305.6250287555,979490.8750980124,979586.3749070092,979584.6249105112,979250.8125860096,979599.1248815134,242.22118252151128,359.8037392087053,434.9033376699848,572.3991483409317,572.5661124200464,34.96536226848719,-178.66999446029953,174.05261366260544,-162.68649090463552,178.2258740501666
8.0,793612.8750389218,980181.6250288412,81.91213683700694,32.283425896526,1,793682.1249004193,793919.8124171719,794262.8750512525,794293.6249897555,794283.1250107549,980225.3749413416,980342.6250349284,980031.62500076,980255.3752094284,980322.8750744238,81.91213683700694,346.59999441303154,667.0832215355866,684.7332215517331,684.9719703165567,26.256898917543783,20.175800747592216,0.0,0.0,-71.06309848974924
8.0,793682.1249004193,980225.3749413416,265.033847019884,26.256898917543783,1,793612.8750389218,793919.8124171719,794283.1250107549,794262.8750512525,794293.6249897555,980181.6250288412,980342.6250349284,980322.8750744238,980031.62500076,980255.3752094284,81.91213683700694,265.033847019884,608.8574616234259,612.2170997025952,612.2355554387899,32.283425896526,20.175800747592216,-71.06309848974924,0.0,0.0
8.0,793919.8124171719,980342.6250349284,573.1706902841157,20.175800747592216,1,793682.1249004193,793612.8750389218,794283.1250107549,794293.3749902546,794293.6249897555,980225.3749413416,980181.6250288412,980322.8750744238,980293.0001341776,980255.3752094284,265.033847019884,346.59999441303154,363.8490093375984,376.84430045143256,383.8598331049093,26.256898917543783,32.283425896526,-71.06309848974924,-89.61930274733056,0.0
8.0,794457.8126535043,980540.312631674,94.08562704549755,26.08844843930363,1,794542.3124845028,794413.1874146722,794423.6250578389,794423.875057336,794439.3126905039,980581.687548928,980430.1248599292,980380.1249599232,980340.1250399275,980286.87481834,94.08562704549755,118.88127263325966,163.79524375976712,203.04391722711227,254.1121285152715,0.0,-78.2086526670193,-89.64190604481173,-73.83273522995117,0.0
8.0,794542.3124845028,980581.687548928,0.0,0.0,8,794457.8126535043,794413.1874146722,794423.6250578389,794423.875057336,794439.3126905039,980540.312631674,980430.1248599292,980380.1249599232,980340.1250399275,980286.87481834,94.08562704549755,199.1093477345653,233.91062937456616,269.03507189301484,312.2875336618147,26.08844843930363,-78.2086526670193,-89.64190604481173,-73.83273522995117,0.0
9.0,794494.3749163374,967833.37511909,60.652523024918466,147.66931370225808,4,794494.3749163374,794443.1250188388,794372.8751593381,794699.6874978356,794277.8750212528,967833.37511909,967865.8123901784,967934.8749160916,967877.3123671784,967767.4999227598,0.0,60.652523024918466,158.3174018933415,209.96127712277905,226.30012386916124,-163.07638081173263,135.48830946461945,0.0,-167.92080046582294,-163.88785830837415
9.0,794443.1250188388,967865.8123901784,98.51231012094402,135.48830946461945,4,794494.3749163374,794494.3749163374,794372.8751593381,794277.8750212528,794226.3124603368,967833.37511909,967833.37511909,967934.8749160916,967767.4999227598,967803.3125151768,60.652523024918466,60.652523024918466,98.51231012094402,192.28339229406265,225.6411307793464,147.66931370225808,-163.07638081173263,0.0,-163.88785830837415,0.0
9.0,794372.8751593381,967934.8749160916,0.0,0.0,8,794443.1250188388,794494.3749163374,794494.3749163374,794277.8750212528,794226.3124603368,967865.8123901784,967833.37511909,967833.37511909,967767.4999227598,967803.3125151768,98.51231012094402,158.3174018933415,158.3174018933415,192.45626679593886,196.9499684513514,135.48830946461945,-163.07638081173263,147.66931370225808,-163.88785830837415,0.0
11.0,792889.3125096709,973793.3750100957,1532.2456234321794,59.13524569108064,2,793675.3749139197,794258.0000610054,793944.1250325888,793810.3749720044,793696.3125360869,975108.6250042616,972750.625127092,972291.0000620933,972111.8124283404,971968.375051178,1532.2456234321794,1720.6489856104163,1835.690590183927,1917.292042407546,1995.4633278225824,58.04115279229341,0.0,55.671080065664626,53.26143436597446,51.508026872056405
11.0,793675.3749139197,975108.6250042616,766.5643210922512,58.04115279229341,2,794081.1250866689,793382.6875071712,793430.1250763386,793350.8749067523,793744.6874393374,975759.00001584,976161.8125304282,976176.1251658424,976182.8124884292,976288.8749403432,766.5643210922512,1093.101039859541,1095.310037299234,1122.1314565567034,1182.2834422423246,0.0,0.0,-163.21063928694514,0.0,0.0
11.0,794081.1250866689,975759.00001584,0.0,0.0,8,793744.6874393374,793693.6248774193,793693.6248774193,793655.3749539219,793675.3749139197,976288.8749403432,976321.499875091,976321.499875091,976348.6248208432,975108.6250042616,627.6605182414919,683.0538074162282,683.0538074162282,727.2692666468945,766.5643210922512,0.0,-151.11416693942004,-32.57535697413676,-35.34237220764061,58.04115279229341
12.0,794510.9998830855,962615.3750564232,79.68486509620902,-133.0294464014461,6,794510.9998830855,794456.6249918379,794559.1251149215,794425.8750533387,794630.6249719188,962615.3750564232,962557.125172928,962525.8125715108,962753.1251090094,962356.8749172612,0.0,79.68486509620902,101.67338217528784,161.92996519149577,284.8376446770566,-61.749219261902184,-130.07366430676416,-67.06035340930285,-58.28535025574952,-73.86238807175795
12.0,794456.6249918379,962557.125172928,212.03168434087866,-130.07366430676416,6,794510.9998830855,794510.9998830855,794559.1251149215,794425.8750533387,794320.1249367557,962615.3750564232,962615.3750564232,962525.8125715108,962753.1251090094,962394.874841258,79.68486509620902,79.68486509620902,107.17627647788012,198.39741344494254,212.03168434087866,-133.0294464014461,-61.749219261902184,-67.06035340930285,-58.28535025574952,-132.4827352361773
12.0,794320.1249367557,962394.874841258,142.8847751148992,-132.4827352361773,6,794223.6251297556,794456.6249918379,794559.1251149215,794510.9998830855,794510.9998830855,962289.5000520124,962557.125172928,962525.8125715108,962615.3750564232,962615.3750564232,142.8847751148992,212.03168434087866,272.5174753423944,291.63948639421574,291.63948639421574,0.0,-130.07366430676416,-67.06035340930285,-133.0294464014461,-61.749219261902184
12.0,794223.6251297556,962289.5000520124,0.0,0.0,8,794320.1249367557,794456.6249918379,794559.1251149215,794630.6249719188,794510.9998830855,962394.874841258,962557.125172928,962525.8125715108,962356.8749172612,962615.3750564232,142.8847751148992,354.84100816486193,410.3703777296771,412.5387787689098,434.4867861640911,-132.4827352361773,-130.07366430676416,-67.06035340930285,-73.86238807175795,-61.749219261902184
13.0,793534.4998675883,971772.3124511763,159.0756439047003,53.27415036824403,2,793423.875088837,793629.6250054203,793696.3125360869,793810.3749720044,793151.3126418367,971672.3749870136,971899.8125242592,971968.375051178,972111.8124283404,971351.31230893,149.081650168768,159.0756439047003,254.21227902299165,437.4554922858366,569.2745996008023,-130.32920702353346,45.794250977496766,51.508026872056405,53.26143436597446,-128.53859134144747
13.0,793629.6250054203,971899.8125242592,95.64542249320044,45.794250977496766,2,793696.3125360869,793534.4998675883,793810.3749720044,793423.875088837,793944.1250325888,971968.375051178,971772.3124511763,972111.8124283404,971672.3749870136,972291.0000620933,95.64542249320044,159.0756439047003,278.59380781097536,306.6934324734787,501.9342156554768,51.508026872056405,53.27415036824403,53.26143436597446,-130.32920702353346,55.671080065664626
13.0,793696.3125360869,971968.375051178,183.260799012428,51.508026872056405,2,793629.6250054203,793810.3749720044,793534.4998675883,793423.875088837,793944.1250325888,971899.8125242592,972111.8124283404,971772.3124511763,971672.3749870136,972291.0000620933,95.64542249320044,183.260799012428,254.21227902299165,402.2911888786097,406.81436932656896,45.794250977496766,53.26143436597446,53.27415036824403,-130.32920702353346,55.671080065664626
13.0,793810.3749720044,972111.8124283404,223.60073075968563,53.26143436597446,2,793696.3125360869,793944.1250325888,793629.6250054203,793534.4998675883,793423.875088837,971968.375051178,972291.0000620933,971899.8125242592,971772.3124511763,971672.3749870136,183.260799012428,223.60073075968563,278.59380781097536,437.4554922858366,585.224251486803,51.508026872056405,55.671080065664626,45.794250977496766,53.27415036824403,-130.32920702353346
13.0,793944.1250325888,972291.0000620933,556.5723078258311,55.671080065664626,2,793810.3749720044,793696.3125360869,793629.6250054203,794258.0000610054,793534.4998675883,972111.8124283404,971968.375051178,971899.8125242592,972750.625127092,971772.3124511763,223.60073075968563,406.81436932656896,501.9342156554768,556.5723078258311,660.930868941999,53.26143436597446,51.508026872056405,45.794250977496766,0.0,53.27415036824403
13.0,794258.0000610054,972750.625127092,0.0,0.0,8,793944.1250325888,793810.3749720044,793696.3125360869,793629.6250054203,793534.4998675883,972291.0000620933,972111.8124283404,971968.375051178,971899.8125242592,971772.3124511763,556.5723078258311,780.0319765172062,963.0202785593035,1057.7037844409188,1216.7778029417686,55.671080065664626,53.26143436597446,51.508026872056405,45.794250977496766,53.27415036824403
14.0,795030.6874920055,967693.1250715108,205.06898276184756,-162.25528297752487,5,794835.3748905025,794905.3750785887,795019.6248500869,794795.3749705032,794772.1873528361,967630.6248684302,967524.0000816731,967921.874942094,967600.3749289288,967615.6248984262,205.06898276184756,210.49100490027087,229.01721624813075,252.93195077883328,269.8677431237984,-166.64585034870646,0.0,-172.0705548090943,-34.77287040061434,-171.7452514790947
14.0,794835.3748905025,967630.6248684302,64.94354484060585,-166.64585034870646,5,794795.3749705032,794772.1873528361,794772.1873528361,794905.3750785887,794699.812497586,967600.3749289288,967615.6248984262,967615.6248984262,967524.0000816731,967605.1249194294,50.150298501565736,64.94354484060585,64.94354484060585,127.54948640855848,137.93987738249564,-34.77287040061434,-171.7452514790947,-33.33201113236047,0.0,-162.02956834574044
14.0,794772.1873528361,967615.6248984262,73.13254563742032,-171.7452514790947,5,794772.1873528361,794795.3749705032,794835.3748905025,794699.812497586,794905.3750785887,967615.6248984262,967600.3749289288,967630.6248684302,967605.1249194294,967524.0000816731,0.0,27.752967098036606,64.94354484060585,73.13254563742032,161.66037651875115,-33.33201113236047,-34.77287040061434,-166.64585034870646,-162.02956834574044,0.0
14.0,794699.812497586,967605.1249194294,202.37251150996667,-162.02956834574044,5,794772.1873528361,794772.1873528361,794795.3749705032,794835.3748905025,794647.1876028366,967615.6248984262,967615.6248984262,967600.3749289288,967630.6248684302,967465.8748698458,73.13254563742032,73.13254563742032,95.68045066676403,137.93987738249564,148.86220425756676,-33.33201113236047,-171.7452514790947,-34.77287040061434,-166.64585034870646,0.0
14.0,794507.3125545047,967542.6877083406,248.3600874350169,-159.04730919100058,5,794553.6874617524,794647.1876028366,794699.812497586,794461.4999820888,794275.3750262521,967542.5000446736,967465.8748698458,967605.1249194294,967298.6875401736,967453.874893844,46.37528695206911,159.57832341355365,202.37251150996667,248.26371836588987,248.3600874350169,-39.33528185452365,0.0,-162.02956834574044,0.0,-168.03715170442464
14.0,794275.3750262521,967453.874893844,288.26047283679384,-168.03715170442464,5,794461.4999820888,794085.3750781715,794507.3125545047,793993.3749340884,794553.6874617524,967298.6875401736,967298.6248762608,967542.6877083406,967394.125013344,967542.5000446736,242.33368301665806,245.3620757783125,248.3600874350169,288.26047283679384,292.0825724237634,0.0,-40.38511604163004,-159.04730919100058,-178.24958450655345,-39.33528185452365
14.0,793993.3749340884,967394.125013344,272.12676677503157,-178.24958450655345,5,794085.3750781715,793721.3751500025,794275.3750262521,794043.3751621693,794252.3124083355,967298.6248762608,967385.8126940132,967453.874893844,967713.5000307634,967156.6248321756,132.60581696976445,272.12676677503157,288.26047283679384,323.2652541796297,351.3615682235184,-40.38511604163004,0.0,-168.03715170442464,177.1740828062401,0.0
14.0,793721.3751500025,967385.8126940132,0.0,0.0,8,793993.3749340884,793749.6250935048,793405.6251253374,793353.999900505,793353.999900505,967394.125013344,967728.0000017585,967224.3123608456,967351.3124349266,967351.3124349266,272.12676677503157,343.351442242203,354.6553759486677,368.99165548893006,368.99165548893006,-178.24958450655345,0.0,-73.0999386162433,174.34860427993888,-67.87837610486903
15.0,795019.6248500869,967921.874942094,323.0259005848527,-172.0705548090943,5,795030.6874920055,795305.187599171,794699.6874978356,794918.6873879209,794743.3124105856,967693.1250715108,968019.6250746772,967877.3123671784,968232.6249767616,968123.687530592,229.01721624813075,301.8297070940716,323.0259005848527,326.7322379479254,342.1649968939155,-162.25528297752487,-102.88907836284123,-167.92080046582294,35.9145177003716,31.847256052042933
15.0,794699.6874978356,967877.3123671784,209.96127712277905,-167.92080046582294,5,794494.3749163374,794494.3749163374,794743.3124105856,794443.1250188388,794772.1873528361,967833.37511909,967833.37511909,968123.687530592,967865.8123901784,967615.6248984262,209.96127712277905,209.96127712277905,250.2076221051496,256.82008313212077,271.54476661685817,147.66931370225808,-163.07638081173263,31.847256052042933,135.48830946461945,-171.7452514790947
15.0,794494.3749163374,967833.37511909,226.30012386916124,-163.07638081173263,5,794494.3749163374,794443.1250188388,794372.8751593381,794699.6874978356,794277.8750212528,967833.37511909,967865.8123901784,967934.8749160916,967877.3123671784,967767.4999227598,0.0,60.652523024918466,158.3174018933415,209.96127712277905,226.30012386916124,147.66931370225808,135.48830946461945,0.0,-167.92080046582294,-163.88785830837415
15.0,794277.8750212528,967767.4999227598,123.86548081493281,-163.88785830837415,5,794226.3124603368,794158.8749311715,794443.1250188388,794372.8751593381,794494.3749163374,967803.3125151768,967733.1249915138,967865.8123901784,967934.8749160916,967833.37511909,62.7792916799563,123.86548081493281,192.28339229406265,192.45626679593886,226.30012386916124,0.0,-170.35677608979128,135.48830946461945,0.0,147.66931370225808
